Fuel: 3992029, plastic: 4710097, wood: 1419553
Fuel: 7976702, plastic: 13213420, wood: 26462514
Fuel: 2354150, plastic: 4639277, wood: 1269671
Fuel: 25455017, plastic: 17810873, wood: 36892427
Fuel: 18593655, plastic: 16484051, wood: 35109954
Fuel: 1604489, plastic: 4576041, wood: 3189193
Fuel: 1431701, plastic: 3846776, wood: 2536202
Fuel: 10368295, plastic: 16249397, wood: 32282050
Fuel: 3530804, plastic: 2604079, wood: 1355853
Fuel: 30354163, plastic: 20378855, wood: 42488554
Fuel: 13396, plastic: 4952241, wood: 3810567
Fuel: 34746040, plastic: 27174728, wood: 56900636
Fuel: 36712001, plastic: 24341625, wood: 51788362
Fuel: 101402, plastic: 1371177, wood: 1556656
Fuel: 27680587, plastic: 13855587, wood: 26918267
Fuel: 12398349, plastic: 9832655, wood: 18877881
Fuel: 2369914, plastic: 2153764, wood: 3903006
Fuel: 2921688, plastic: 238015, wood: 4850374
Fuel: 3159611, plastic: 2010374, wood: 3497834
Fuel: 4056562, plastic: 2504241, wood: 3591627
Fuel: 39505055, plastic: 21869345, wood: 47668658
Fuel: 21154787, plastic: 8254285, wood: 16805269
Fuel: 1484181, plastic: 4202855, wood: 628190
Fuel: 1854593, plastic: 3289805, wood: 2205192
Fuel: 4479412, plastic: 4191547, wood: 2099228
Fuel: 1737442, plastic: 958931, wood: 2804692
Fuel: 41328377, plastic: 22635629, wood: 47161219
Fuel: 659371, plastic: 2652668, wood: 3663686
Fuel: 247766, plastic: 2917057, wood: 1337775
Fuel: 18434696, plastic: 21738838, wood: 44093069
Fuel: 20747497, plastic: 13191437, wood: 26571349
Fuel: 21750315, plastic: 18988121, wood: 38064438
Fuel: 22427241, plastic: 19899441, wood: 42985035
Fuel: 5645839, plastic: 6359205, wood: 12727121
Fuel: 2348895, plastic: 2465372, wood: 2419221
Fuel: 21444538, plastic: 19239732, wood: 41096598
Fuel: 34703906, plastic: 17765132, wood: 34925711
Fuel: 6288801, plastic: 8701591, wood: 17378866
Fuel: 4607396, plastic: 4776932, wood: 2195484
Fuel: 8943598, plastic: 9290614, wood: 16528417
Fuel: 4482045, plastic: 1411034, wood: 4879534
Fuel: 36205974, plastic: 24418126, wood: 52482945
Fuel: 36625455, plastic: 14409641, wood: 27872022
Fuel: 4501307, plastic: 959823, wood: 4142002
Fuel: 2147630, plastic: 1920690, wood: 3387480
Fuel: 11451229, plastic: 10063989, wood: 18517675
Fuel: 759838, plastic: 3689003, wood: 2024084
Fuel: 6557104, plastic: 8027312, wood: 15820681
Fuel: 5271898, plastic: 10185154, wood: 22106044
Fuel: 40951206, plastic: 16330406, wood: 32470383
Fuel: 34817633, plastic: 13796851, wood: 26968881
Fuel: 36482623, plastic: 15058543, wood: 30695953
Fuel: 5036991, plastic: 4820501, wood: 9286987
Fuel: 14441807, plastic: 13923369, wood: 29880164
Fuel: 2502378, plastic: 1771449, wood: 4741082
Fuel: 2853071, plastic: 4958230, wood: 4936870
Fuel: 4105520, plastic: 483318, wood: 4390718
Fuel: 18938082, plastic: 14615604, wood: 31545030
Fuel: 20892082, plastic: 8515090, wood: 14679918
Fuel: 4453389, plastic: 3209401, wood: 2401341
Fuel: 710645, plastic: 1602702, wood: 4603186
Fuel: 20167206, plastic: 8475776, wood: 14220768
Fuel: 275078, plastic: 953456, wood: 2712886
Fuel: 1489285, plastic: 3786666, wood: 4544644
Fuel: 936400, plastic: 3278580, wood: 4441320
Fuel: 35265943, plastic: 19724487, wood: 43300892
Fuel: 37004819, plastic: 21420219, wood: 45366360
Fuel: 200055, plastic: 4465304, wood: 3160475
Fuel: 1380562, plastic: 592841, wood: 3671022
Fuel: 3895293, plastic: 4788138, wood: 2717461
Fuel: 33829741, plastic: 23507515, wood: 49673447
Fuel: 1553585, plastic: 1664651, wood: 1944552
Fuel: 13080874, plastic: 9665368, wood: 20997174
Fuel: 26447629, plastic: 13149707, wood: 25729822
Fuel: 15714047, plastic: 13022705, wood: 26707960
Fuel: 3050349, plastic: 4250781, wood: 1288104
Fuel: 4472342, plastic: 4752303, wood: 4438134
Fuel: 1009285, plastic: 1068649, wood: 3476771
Fuel: 18477248, plastic: 12444982, wood: 25921025
Fuel: 2224899, plastic: 1849179, wood: 4167181
Fuel: 592541, plastic: 2238102, wood: 113189
Fuel: 22549523, plastic: 22671975, wood: 48060688
Fuel: 2267358, plastic: 4773922, wood: 3142457
Fuel: 27001695, plastic: 23887079, wood: 48896831
Fuel: 2600601, plastic: 2413043, wood: 737127
Fuel: 36497860, plastic: 23377204, wood: 47583760
Fuel: 4327878, plastic: 4761933, wood: 370842
Fuel: 4547601, plastic: 577911, wood: 2484826
Fuel: 973764, plastic: 3071355, wood: 2678174
Fuel: 23575027, plastic: 18261173, wood: 39246081
Fuel: 35882004, plastic: 21456678, wood: 47287249
Fuel: 11488937, plastic: 6025847, wood: 10765347
Fuel: 8160560, plastic: 12762504, wood: 24370218
Fuel: 31485447, plastic: 16696777, wood: 32865457
Fuel: 1341992, plastic: 400201, wood: 1699934
Fuel: 2604620, plastic: 2970758, wood: 235120
Fuel: 42015065, plastic: 28115235, wood: 60434755
Fuel: 4525518, plastic: 4624315, wood: 2191072
Fuel: 177354, plastic: 2305233, wood: 4723142
Fuel: 3235926, plastic: 1206265, wood: 3413418
Fuel: 41638947, plastic: 25163969, wood: 54544266
Fuel: 1447411, plastic: 2426243, wood: 622104
Fuel: 16383862, plastic: 7502338, wood: 15601033
Fuel: 28509613, plastic: 18737153, wood: 37772109
Fuel: 1667033, plastic: 367502, wood: 2432499
Fuel: 13952704, plastic: 8673154, wood: 15592358
Fuel: 165477, plastic: 694684, wood: 3618006
Fuel: 16478222, plastic: 11280776, wood: 21174484
Fuel: 3741847, plastic: 3826204, wood: 3579292
Fuel: 32415395, plastic: 15013047, wood: 32540801
Fuel: 11885583, plastic: 17150477, wood: 32888956
Fuel: 4950726, plastic: 1987404, wood: 2161724
Fuel: 2580476, plastic: 3290324, wood: 4050239
Fuel: 3153424, plastic: 1783798, wood: 4228125
Fuel: 37635443, plastic: 15533547, wood: 30145319
Fuel: 30439822, plastic: 25522194, wood: 53259089
Fuel: 9501307, plastic: 8505715, wood: 15344912
Fuel: 10188402, plastic: 16845044, wood: 34154704
Fuel: 25272442, plastic: 14420228, wood: 27767976
Fuel: 27559301, plastic: 21247427, wood: 46095141
Fuel: 34510837, plastic: 13420459, wood: 26066671
Fuel: 852678, plastic: 1062251, wood: 329140
Fuel: 30260037, plastic: 22020045, wood: 47143375
Fuel: 23369030, plastic: 22510306, wood: 46784815
Fuel: 532921, plastic: 1296287, wood: 282145
Fuel: 892258, plastic: 3695450, wood: 1228261
Fuel: 40240910, plastic: 15980292, wood: 32601359
Fuel: 16401433, plastic: 12050541, wood: 26239161
Fuel: 27336108, plastic: 12010432, wood: 22623554
Fuel: 15873436, plastic: 15561620, wood: 30143220
Fuel: 28377415, plastic: 19945509, wood: 42950305
Fuel: 29315745, plastic: 14053459, wood: 28904778
Fuel: 44629309, plastic: 31043625, wood: 64868726
Fuel: 8967670, plastic: 13825616, wood: 26985003
Fuel: 3966234, plastic: 816606, wood: 3176274
Fuel: 13729264, plastic: 19956474, wood: 40732228
Fuel: 19355, plastic: 661399, wood: 3710891
Fuel: 1415614, plastic: 2385347, wood: 2998640
Fuel: 23737, plastic: 2364069, wood: 4125692
Fuel: 7528885, plastic: 7929973, wood: 15375426
Fuel: 12550876, plastic: 11085180, wood: 20321324
Fuel: 2570151, plastic: 2224397, wood: 3707434
Fuel: 12298035, plastic: 5715279, wood: 9041720
Fuel: 13577136, plastic: 11023278, wood: 23152051
Fuel: 3792467, plastic: 1141099, wood: 4524086
Fuel: 23222724, plastic: 20167238, wood: 43775226
Fuel: 13797896, plastic: 6973112, wood: 13514904
Fuel: 2120314, plastic: 4149537, wood: 1451628
Fuel: 13646558, plastic: 15325540, wood: 32680494
Fuel: 27259393, plastic: 18509461, wood: 40388717
Fuel: 14495287, plastic: 10969559, wood: 19534646
Fuel: 21780306, plastic: 17861440, wood: 35569590
Fuel: 16505603, plastic: 18530649, wood: 36878764
Fuel: 7982298, plastic: 3940010, wood: 5618913
Fuel: 10217415, plastic: 9670031, wood: 19552084
Fuel: 4618293, plastic: 3026830, wood: 2465865
Fuel: 3213801, plastic: 1793349, wood: 238608
Fuel: 18748982, plastic: 10596040, wood: 19571646
Fuel: 2211633, plastic: 2352975, wood: 4573857
Fuel: 5486007, plastic: 5035605, wood: 9830771
Fuel: 3222558, plastic: 3677369, wood: 73328
Fuel: 11112888, plastic: 14150812, wood: 30031031
Fuel: 14844175, plastic: 6525467, wood: 13163737
Fuel: 4761811, plastic: 2433021, wood: 1807108
Fuel: 35691502, plastic: 25716458, wood: 54281953
Fuel: 38119551, plastic: 21668571, wood: 47025489
Fuel: 2425588, plastic: 1881899, wood: 615094
Fuel: 1663201, plastic: 1023607, wood: 1938517
Fuel: 3530113, plastic: 1060337, wood: 36729
Fuel: 4215719, plastic: 884842, wood: 1832227
Fuel: 3632573, plastic: 268155, wood: 79262
Fuel: 10960693, plastic: 12539473, wood: 26696918
Fuel: 38544937, plastic: 22742309, wood: 49313482
Fuel: 423336, plastic: 2843612, wood: 1465085
Fuel: 1161690, plastic: 1108227, wood: 4241583
Fuel: 17901816, plastic: 15750190, wood: 32442155
Fuel: 46532245, plastic: 29779547, wood: 61098705
Fuel: 41489834, plastic: 20218836, wood: 42009656
Fuel: 2284697, plastic: 3600808, wood: 796290
Fuel: 24702063, plastic: 23147365, wood: 47059141
Fuel: 7116884, plastic: 7856476, wood: 13051072
Fuel: 801456, plastic: 4676467, wood: 590432
Fuel: 33818937, plastic: 23472701, wood: 48270327
Fuel: 2090137, plastic: 3157514, wood: 3814932
Fuel: 23941831, plastic: 11707113, wood: 25165216
Fuel: 35730612, plastic: 24133478, wood: 51540685
Fuel: 1745615, plastic: 64142, wood: 1418959
Fuel: 4040176, plastic: 1088218, wood: 2068138
Fuel: 38013380, plastic: 21534672, wood: 43789336
Fuel: 26918416, plastic: 22068914, wood: 44285632
Fuel: 4031575, plastic: 115279, wood: 4824809
Fuel: 20077148, plastic: 14265230, wood: 29902138
Fuel: 35371270, plastic: 23408178, wood: 50916644
Fuel: 34142395, plastic: 16935773, wood: 35625224
Fuel: 40502132, plastic: 29040360, wood: 61165306
Fuel: 42002435, plastic: 26300741, wood: 53751751
Fuel: 34196337, plastic: 16583095, wood: 35680930
Fuel: 28988542, plastic: 16361532, wood: 34199623
Fuel: 1304445, plastic: 668470, wood: 3033932
Fuel: 8998702, plastic: 7534318, wood: 12970029
Fuel: 3330266, plastic: 3524724, wood: 3851245
Fuel: 4977143, plastic: 3289402, wood: 4287889
Fuel: 24075126, plastic: 12110766, wood: 24283518
Fuel: 40691013, plastic: 28410575, wood: 58895772
Fuel: 357012, plastic: 3635381, wood: 3134043
Fuel: 4282669, plastic: 3678850, wood: 4679499
Fuel: 2996314, plastic: 4021585, wood: 646400
Fuel: 6609131, plastic: 5326265, wood: 7828194
Fuel: 4015418, plastic: 1778841, wood: 4876060
Fuel: 17657969, plastic: 19842083, wood: 40172314
Fuel: 36468590, plastic: 25509106, wood: 54477813
Fuel: 219567, plastic: 4886809, wood: 4847759
Fuel: 10532867, plastic: 10097925, wood: 18553809
Fuel: 11304613, plastic: 14987453, wood: 31059987
Fuel: 34703781, plastic: 15918781, wood: 31988403
Fuel: 28438650, plastic: 20878476, wood: 42832062
Fuel: 1631385, plastic: 4506495, wood: 3138239
Fuel: 1992051, plastic: 599774, wood: 4371620
Fuel: 30720230, plastic: 15491552, wood: 33835429
Fuel: 3519948, plastic: 2119827, wood: 1999339
Fuel: 1433915, plastic: 4838969, wood: 3489503
Fuel: 20324461, plastic: 13428989, wood: 29476080
Fuel: 32134773, plastic: 18838139, wood: 39141935
Fuel: 21541147, plastic: 20158361, wood: 40104720
Fuel: 25103005, plastic: 20354701, wood: 42396584
Fuel: 24918569, plastic: 10565435, wood: 22409389
Fuel: 37516148, plastic: 16958460, wood: 34503122
Fuel: 2258774, plastic: 2785132, wood: 4272580
Fuel: 23650512, plastic: 9886074, wood: 17833865
Fuel: 37730712, plastic: 24529894, wood: 52387344
Fuel: 28879056, plastic: 23593842, wood: 48742523
Fuel: 43333730, plastic: 24095080, wood: 49356843
Fuel: 42731563, plastic: 25223253, wood: 52794526
Fuel: 3652839, plastic: 1329732, wood: 2068425
Fuel: 17255295, plastic: 19374347, wood: 42243626
Fuel: 90853, plastic: 2426130, wood: 1706100
Fuel: 35183612, plastic: 19435188, wood: 39782022
Fuel: 24569864, plastic: 16508422, wood: 35590645
Fuel: 838487, plastic: 2149371, wood: 504586
Fuel: 1774103, plastic: 747289, wood: 184367
Fuel: 15359810, plastic: 13986198, wood: 27186462
Fuel: 229044, plastic: 363, wood: 4065135
Fuel: 7643911, plastic: 3692003, wood: 7812621
Fuel: 14270182, plastic: 15065776, wood: 31870368
Fuel: 4786732, plastic: 3828262, wood: 4942572
Fuel: 31708838, plastic: 15898730, wood: 32808812
Fuel: 8762129, plastic: 13117641, wood: 28072968
Fuel: 4011521, plastic: 4632687, wood: 1396495
Fuel: 4162034, plastic: 5422456, wood: 11513164
Fuel: 4223054, plastic: 3781914, wood: 2327869
Fuel: 4983729, plastic: 2461353, wood: 775335
Fuel: 7290922, plastic: 10876988, wood: 21326258
Fuel: 18687467, plastic: 12033319, wood: 25665625
Fuel: 1498988, plastic: 280143, wood: 2842346
Fuel: 35608619, plastic: 17946197, wood: 38094931
Fuel: 42907890, plastic: 22539968, wood: 47205954
Fuel: 14516654, plastic: 19068822, wood: 41576798
Fuel: 27149735, plastic: 15029357, wood: 32440094
Fuel: 15180568, plastic: 11711906, wood: 21320098
Fuel: 1976389, plastic: 3080416, wood: 4285343
Fuel: 4655543, plastic: 3577301, wood: 1485901
Fuel: 1510146, plastic: 3718277, wood: 1559776
Fuel: 4689666, plastic: 9756456, wood: 21232155
Fuel: 2229921, plastic: 4971193, wood: 2641621
Fuel: 1349259, plastic: 4264176, wood: 1964591
Fuel: 2501999, plastic: 1311684, wood: 28024
Fuel: 22523006, plastic: 15817174, wood: 32562728
Fuel: 45761611, plastic: 31595293, wood: 65110912
Fuel: 10137706, plastic: 5068088, wood: 7513575
Fuel: 39284242, plastic: 16416690, wood: 32203237
Fuel: 23874652, plastic: 12917860, wood: 25763991
Fuel: 907052, plastic: 24724, wood: 3240168
Fuel: 45779550, plastic: 28597398, wood: 59917573
Fuel: 35338520, plastic: 14896246, wood: 32411182
Fuel: 37775907, plastic: 21092423, wood: 43633164
Fuel: 31831548, plastic: 25539272, wood: 54791824
Fuel: 20551795, plastic: 14282499, wood: 29164465
Fuel: 319775, plastic: 3992782, wood: 194651
Fuel: 1469386, plastic: 1507865, wood: 1728152
Fuel: 15683112, plastic: 17047046, wood: 33248492
Fuel: 34443015, plastic: 19692631, wood: 40122972
Fuel: 24259327, plastic: 19842553, wood: 38955747
Fuel: 23903095, plastic: 21619437, wood: 44779675
Fuel: 4350491, plastic: 1468646, wood: 275764
Fuel: 4963063, plastic: 1652994, wood: 4291164
Fuel: 36727223, plastic: 26406251, wood: 57367601
Fuel: 677234, plastic: 676592, wood: 2050593
Fuel: 36857854, plastic: 26133898, wood: 54604295
Fuel: 23804356, plastic: 13651596, wood: 26369767
Fuel: 24187228, plastic: 22937538, wood: 47878537
Fuel: 623228, plastic: 2032386, wood: 3747019
Fuel: 25101591, plastic: 23947455, wood: 49842911
Fuel: 10448791, plastic: 8361327, wood: 18230163
Fuel: 37064380, plastic: 19496478, wood: 41077156
Fuel: 3594600, plastic: 3506098, wood: 48242
Fuel: 44426281, plastic: 25902739, wood: 54035993
Fuel: 29349739, plastic: 20580915, wood: 40926901
Fuel: 4998842, plastic: 2867286, wood: 487850
Fuel: 17445792, plastic: 8929616, wood: 19117452
Fuel: 37997894, plastic: 25828408, wood: 54412563
Fuel: 35387615, plastic: 25486021, wood: 54426894
Fuel: 14498248, plastic: 12629084, wood: 25605535
Fuel: 3207585, plastic: 4337713, wood: 8847640
Fuel: 4916095, plastic: 4535765, wood: 1661693
Fuel: 3887804, plastic: 5755780, wood: 11427816
Fuel: 1577707, plastic: 988827, wood: 3246042
Fuel: 5723833, plastic: 4862427, wood: 6568126
Fuel: 2882773, plastic: 274349, wood: 3571376
Fuel: 8646354, plastic: 7702738, wood: 15703118
Fuel: 28123082, plastic: 11348464, wood: 23266913
Fuel: 19508127, plastic: 20476279, wood: 42104414
Fuel: 2563439, plastic: 911193, wood: 3188687
Fuel: 21569355, plastic: 11474307, wood: 22644659
Fuel: 1963353, plastic: 2652006, wood: 4806024
Fuel: 28851238, plastic: 25053650, wood: 52817541
Fuel: 3690710, plastic: 67260, wood: 813610
Fuel: 4508258, plastic: 3682256, wood: 2117869
Fuel: 3981347, plastic: 252468, wood: 1362898
Fuel: 15994927, plastic: 6360413, wood: 11589421
Fuel: 14566922, plastic: 18218774, wood: 37591077
Fuel: 2288896, plastic: 4443832, wood: 632831
Fuel: 7922649, plastic: 8531481, wood: 16105663
Fuel: 543795, plastic: 1633630, wood: 3309356
Fuel: 18412170, plastic: 7053228, wood: 15251387
Fuel: 4937134, plastic: 3166827, wood: 2293949
Fuel: 6172454, plastic: 6230342, wood: 10350004
Fuel: 45852154, plastic: 27223746, wood: 56119197
Fuel: 16422152, plastic: 19835528, wood: 42557888
Fuel: 4457031, plastic: 882285, wood: 480390
Fuel: 13240859, plastic: 5792593, wood: 11309572
Fuel: 17923705, plastic: 9436723, wood: 16263819
Fuel: 29646852, plastic: 18632374, wood: 37770176
Fuel: 33677947, plastic: 23275363, wood: 48365503
Fuel: 1608787, plastic: 4465475, wood: 3005887
Fuel: 1091023, plastic: 2035491, wood: 2088723
Fuel: 31352203, plastic: 11346471, wood: 25215767
Fuel: 1216440, plastic: 4017214, wood: 1169674
Fuel: 21170384, plastic: 9681738, wood: 19650378
Fuel: 2013789, plastic: 3970805, wood: 867334
Fuel: 1334079, plastic: 744999, wood: 1037336
Fuel: 4034916, plastic: 809875, wood: 2922050
Fuel: 16671127, plastic: 9119535, wood: 16563489
Fuel: 43793934, plastic: 29291720, wood: 61568473
Fuel: 307996, plastic: 2621227, wood: 998460
Fuel: 2695993, plastic: 1507509, wood: 2114477
Fuel: 18892974, plastic: 20654016, wood: 41405789
Fuel: 1394171, plastic: 3680057, wood: 1422021
Fuel: 4381619, plastic: 1314285, wood: 4369175
Fuel: 4710229, plastic: 2433985, wood: 1067440
Fuel: 36974404, plastic: 20349248, wood: 41943717
Fuel: 4747391, plastic: 3060999, wood: 2465558
Fuel: 15219459, plastic: 15688251, wood: 34208889
Fuel: 1812851, plastic: 2938009, wood: 1227993
Fuel: 465124, plastic: 467236, wood: 384932
Fuel: 25267970, plastic: 19294834, wood: 40907484
Fuel: 2968597, plastic: 4270473, wood: 202883
Fuel: 4763226, plastic: 4361630, wood: 2606273
Fuel: 1623507, plastic: 3343933, wood: 465185
Fuel: 24729087, plastic: 18828249, wood: 39356936
Fuel: 2203960, plastic: 1823617, wood: 2064558
Fuel: 3288012, plastic: 4884209, wood: 2105820
Fuel: 1306672, plastic: 1225296, wood: 2325971
Fuel: 1293360, plastic: 2746189, wood: 598901
Fuel: 38025837, plastic: 15006385, wood: 32658704
Fuel: 3836953, plastic: 2070646, wood: 2666539
Fuel: 4842810, plastic: 1083287, wood: 552939
Fuel: 46199042, plastic: 30746176, wood: 65124160
Fuel: 33016186, plastic: 25056794, wood: 53331466
Fuel: 27051018, plastic: 10799140, wood: 23800806
Fuel: 19227495, plastic: 11180055, wood: 23116378
Fuel: 38193597, plastic: 16664169, wood: 34602354
Fuel: 10190256, plastic: 7137216, wood: 11202427
Fuel: 2579061, plastic: 1112463, wood: 1339273
Fuel: 4417531, plastic: 4970232, wood: 3003825
Fuel: 2452559, plastic: 1651090, wood: 1366352
Fuel: 8626135, plastic: 9890123, wood: 21404910
Fuel: 10091347, plastic: 8751945, wood: 14649884
Fuel: 24425303, plastic: 14889445, wood: 31442550
Fuel: 1385321, plastic: 3301109, wood: 4132153
Fuel: 17078963, plastic: 8557313, wood: 17546969
Fuel: 36797560, plastic: 18736608, wood: 37384274
Fuel: 34722043, plastic: 22541171, wood: 49311521
Fuel: 39460330, plastic: 15903594, wood: 31598671
Fuel: 23327018, plastic: 12030824, wood: 26311938
Fuel: 1854473, plastic: 3260035, wood: 3096248
Fuel: 39999239, plastic: 19882903, wood: 40943281
Fuel: 4337798, plastic: 3458937, wood: 3095496
Fuel: 38627471, plastic: 24301569, wood: 52448534
Fuel: 9787660, plastic: 9872042, wood: 17665074
Fuel: 221575, plastic: 4410820, wood: 1541752
Fuel: 26286284, plastic: 24671068, wood: 50298277
Fuel: 9317005, plastic: 10257483, wood: 21301734
Fuel: 27548167, plastic: 17113257, wood: 33918194
Fuel: 15207126, plastic: 8124162, wood: 16922835
Fuel: 103916, plastic: 1454985, wood: 2515372
Fuel: 16268197, plastic: 17498395, wood: 36156227
Fuel: 29674246, plastic: 24239402, wood: 49493408
Fuel: 7757442, plastic: 7881808, wood: 13498065
Fuel: 33416623, plastic: 17643489, wood: 37823296
Fuel: 26095738, plastic: 10157858, wood: 20864957
Fuel: 1185256, plastic: 1304986, wood: 1735593
Fuel: 1019509, plastic: 4835789, wood: 1331590
Fuel: 202969, plastic: 3969680, wood: 3455463
Fuel: 4747776, plastic: 3167116, wood: 3314095
Fuel: 18863640, plastic: 8486818, wood: 16430204
Fuel: 28423690, plastic: 18718840, wood: 37329457
Fuel: 38311832, plastic: 17183126, wood: 34243629
Fuel: 399556, plastic: 3941365, wood: 3202938
Fuel: 25748032, plastic: 21391938, wood: 43875027
Fuel: 143833, plastic: 834724, wood: 3885318
Fuel: 716464, plastic: 394258, wood: 3025048
Fuel: 620476, plastic: 563086, wood: 3292064
Fuel: 4727375, plastic: 890377, wood: 4244950
Fuel: 1876248, plastic: 77013, wood: 258599
Fuel: 42098680, plastic: 23637308, wood: 47612064
Fuel: 3178166, plastic: 2149359, wood: 4258089
Fuel: 1823091, plastic: 4106463, wood: 2575715
Fuel: 19960809, plastic: 11237825, wood: 22750448
Fuel: 35086131, plastic: 14706843, wood: 30871754
Fuel: 11285334, plastic: 12079066, wood: 25826873
Fuel: 4603739, plastic: 4755101, wood: 1326536
Fuel: 13884103, plastic: 18632525, wood: 39284699
Fuel: 15220228, plastic: 18814234, wood: 38380977
Fuel: 5777142, plastic: 6324782, wood: 10855031
Fuel: 40713241, plastic: 24506039, wood: 53628553
Fuel: 2684078, plastic: 710513, wood: 4062123
Fuel: 14119998, plastic: 14472156, wood: 29089719
Fuel: 20563562, plastic: 16772342, wood: 33076574
Fuel: 4573571, plastic: 2861360, wood: 3554254
Fuel: 25806848, plastic: 16591930, wood: 32102813
Fuel: 1359836, plastic: 4152361, wood: 4612462
Fuel: 36524052, plastic: 16913366, wood: 36046940
Fuel: 4008719, plastic: 2828511, wood: 765661
Fuel: 16178674, plastic: 8500396, wood: 14718018
Fuel: 2860273, plastic: 3537969, wood: 1627132
Fuel: 1185028, plastic: 2414793, wood: 4118273
Fuel: 10073175, plastic: 11601711, wood: 20786256
Fuel: 1471778, plastic: 2446310, wood: 492761
Fuel: 10849993, plastic: 17882409, wood: 34907509
Fuel: 3730919, plastic: 3298781, wood: 2802175
Fuel: 2508141, plastic: 505664, wood: 681110
Fuel: 1194060, plastic: 3682703, wood: 282080
Fuel: 40673982, plastic: 26205948, wood: 54913452
Fuel: 2168929, plastic: 2900791, wood: 4346314
Fuel: 20360865, plastic: 22149609, wood: 45779365
Fuel: 3717562, plastic: 4017767, wood: 3833209
Fuel: 4124377, plastic: 1310271, wood: 4362057
Fuel: 726053, plastic: 2355204, wood: 3875306
Fuel: 38026359, plastic: 25257245, wood: 51623456
Fuel: 4473467, plastic: 4721578, wood: 2206990
Fuel: 3090909, plastic: 1802516, wood: 2346887
Fuel: 7745099, plastic: 7521777, wood: 16370639
Fuel: 34393967, plastic: 12666499, wood: 26124914
Fuel: 4236810, plastic: 3848896, wood: 3062862
Fuel: 37178721, plastic: 25637855, wood: 54415594
Fuel: 19767062, plastic: 18905246, wood: 39386934
Fuel: 40434760, plastic: 20009798, wood: 43089716
Fuel: 4480869, plastic: 2503763, wood: 498388
Fuel: 3207458, plastic: 987140, wood: 3136370
Fuel: 43668914, plastic: 26527664, wood: 54229354
Fuel: 3298552, plastic: 2045807, wood: 3660481
Fuel: 18986588, plastic: 9869346, wood: 21730145
Fuel: 37715742, plastic: 23432690, wood: 47765410
Fuel: 1433823, plastic: 1450061, wood: 3393509
Fuel: 1514634, plastic: 1158022, wood: 1839910
Fuel: 22366456, plastic: 17014578, wood: 34679258
Fuel: 7339535, plastic: 12559503, wood: 26949326
Fuel: 28037914, plastic: 11846988, wood: 25512911
Fuel: 4228078, plastic: 370503, wood: 297818
Fuel: 2162490, plastic: 4207281, wood: 446851
Fuel: 38453840, plastic: 21718360, wood: 43732282
Fuel: 26154835, plastic: 17374453, wood: 35724517
Fuel: 14665061, plastic: 20099467, wood: 42093259
Fuel: 4036038, plastic: 4322247, wood: 2826776
Fuel: 1552690, plastic: 268223, wood: 4515846
Fuel: 1178875, plastic: 1532047, wood: 421351
Fuel: 19653722, plastic: 17481278, wood: 34579161
Fuel: 2742640, plastic: 1663105, wood: 318594
Fuel: 17108765, plastic: 19767285, wood: 42878930
Fuel: 13624327, plastic: 18477719, wood: 36374655
Fuel: 30204183, plastic: 11425717, wood: 23690430
Fuel: 39314233, plastic: 22045827, wood: 47494796
Fuel: 33978845, plastic: 13225181, wood: 27843911
Fuel: 41010422, plastic: 22101378, wood: 44454026
Fuel: 20321693, plastic: 10505901, wood: 21472586
Fuel: 23843082, plastic: 11273800, wood: 23225338
Fuel: 81790, plastic: 3298617, wood: 4427144
Fuel: 3387471, plastic: 1508558, wood: 2088083
Fuel: 29933420, plastic: 21451492, wood: 45527310
Fuel: 3236647, plastic: 3677201, wood: 182358
Fuel: 3521517, plastic: 3474739, wood: 1805629
Fuel: 25529756, plastic: 9135246, wood: 20139117
Fuel: 25877826, plastic: 21233418, wood: 42136578
Fuel: 14262416, plastic: 15769588, wood: 34226321
Fuel: 3007868, plastic: 4892616, wood: 2917111
Fuel: 805431, plastic: 3086867, wood: 4592298
Fuel: 19411278, plastic: 19937264, wood: 40701641
Fuel: 10998659, plastic: 6912497, wood: 13799699
Fuel: 15726565, plastic: 8051327, wood: 15354413
Fuel: 1611978, plastic: 972831, wood: 2168232
Fuel: 37247216, plastic: 13850008, wood: 29992828
Fuel: 2345618, plastic: 39807, wood: 983892
Fuel: 3453503, plastic: 2453831, wood: 3177708
Fuel: 19823821, plastic: 17876899, wood: 37325947
Fuel: 19477415, plastic: 14990639, wood: 28556644
Fuel: 1864162, plastic: 3751803, wood: 4792856
Fuel: 37551425, plastic: 19506961, wood: 40047299
Fuel: 19337153, plastic: 16170199, wood: 35140437
Fuel: 1387936, plastic: 4246230, wood: 2703097
Fuel: 30162216, plastic: 20553958, wood: 40744978
Fuel: 40282391, plastic: 22657833, wood: 45870454
Fuel: 996433, plastic: 3148234, wood: 474569
Fuel: 3234332, plastic: 1085541, wood: 307578
Fuel: 1070118, plastic: 2263928, wood: 4361764
Fuel: 3367697, plastic: 3216683, wood: 2075305
Fuel: 36229549, plastic: 18347249, wood: 36884745
Fuel: 10972105, plastic: 8619855, wood: 16489257
Fuel: 22158366, plastic: 12949942, wood: 28271792
Fuel: 4401736, plastic: 1760765, wood: 2633331
Fuel: 1353750, plastic: 398565, wood: 513549
Fuel: 30225767, plastic: 23495135, wood: 48767109
Fuel: 3645028, plastic: 126268, wood: 4626763
Fuel: 5354910, plastic: 7164740, wood: 13998323
